,Module,Smiles,BGC_Compound
154,aba1_Mod.5,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](N)C(C)CC)C(=O)[S],Aureobasidin
155,aba1_Mod.6,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](N)C(C)CC)C(=O)N(C)[C@H](C(=O)[S])C(C)C,Aureobasidin
156,aba1_Mod.7,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](N)C(C)CC)C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[S])C(C)C,Aureobasidin
157,aba1_Mod.8,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](N)C(C)CC)C(=O)N(C)[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)[S])C(C)C)C(C)C,Aureobasidin
158,becB_Mod.0,CCCC=CCC(N)CC(=O)[S],BE-14106
159,becB_Mod.1,CCCC=CCC(N)CC=[C]C(=O)[S],BE-14106
160,becB_Mod.2,CCCC=CCC(N)CC=[C]C=C(C)C(=O)[S],BE-14106
161,becD_Mod.3,CCCC=CCC(N)CC=[C]C=C(C)C=[C]C(=O)[S],BE-14106
162,becD_Mod.4,CCCC=CCC(N)CC=[C]C=C(C)C=[C]C=[C]C(=O)[S],BE-14106
163,becE_Mod.5,CCCC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC(=O)[S],BE-14106
164,becF_Mod.6,CCCC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C(=O)[S],BE-14106
165,becF_Mod.7,CCCC=CCC(N)CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C=[C]C(=O)[S],BE-14106
166,becG_Mod.8,CCCC=CCC1CC=[C]C=C(C)C=[C]C=[C][C@@H](O)CC=C(C)C=[C]C=[C]C(=O)N1,BE-14106
167,bacA_Mod.0,CCC(C)[C@H](N)C(=O)[S],Bacitracin
168,bacA_Mod.1,CCC(C)[C@H](N)C1=N[C@H](C(=O)[S])CS1,Bacitracin
169,bacA_Mod.2,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[S])CS1,Bacitracin
170,bacA_Mod.3,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)[S])CS1,Bacitracin
171,bacA_Mod.4,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)[S])C(C)CC)CS1,Bacitracin
172,bacB_Mod.5,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)[S])C(C)CC)CS1,Bacitracin
173,bacB_Mod.6,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)[S])C(C)CC)CS1,Bacitracin
174,bacC_Mod.7,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)[S])C(C)CC)C(C)CC)CS1,Bacitracin
175,bacC_Mod.8,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[S])C(C)CC)C(C)CC)CS1,Bacitracin
176,bacC_Mod.9,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)[S])C(C)CC)C(C)CC)CS1,Bacitracin
177,bacC_Mod.10,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@H](CC(=O)O)C(=O)[S])C(C)CC)C(C)CC)CS1,Bacitracin
178,bacC_Mod.11,CCC(C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H](CCCN)NC2=O)C(C)CC)CS1,Bacitracin
179,BafAI_Mod.0,CC(C)C(=O)[S],Bafilomycin
180,BafAI_Mod.1,CC(C)[C@@H](O)[C@@H](C)C(=O)[S],Bafilomycin
181,BafAI_Mod.2,CC(C)[C@@H](O)[C@@H](C)[C@H](O)CC(=O)[S],Bafilomycin
182,BafAI_Mod.3,CC(C)[C@@H](O)[C@@H](C)[C@H](O)CC(=O)[C@@H](C)C(=O)[S],Bafilomycin
183,BafAII_Mod.4,CC(C)[C@@H](O)[C@@H](C)[C@H](O)CC(=O)[C@@H](C)[C@H](O)[C@H](C)C(=O)[S],Bafilomycin
184,BafAII_Mod.5,CO[C@@H](C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
185,BafAII_Mod.6,CO[C@@H](C=[C]C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
186,BafAIII_Mod.7,CO[C@@H](C=[C]C=C(C)C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
187,BafAIII_Mod.8,CO[C@@H](C=[C]C=C(C)[CH][C@H](C)C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
188,BafAIV_Mod.9,CO[C@@H](C=[C]C=C(C)[CH][C@H](C)[C@H](O)[C@H](C)C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
189,BafAIV_Mod.10,CO[C@@H](C=[C]C=C(C)[CH][C@H](C)[C@H](O)[C@H](C)C=C(C)C(=O)[S])[C@H](O)[C@@H](C)[C@@H](O)[C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C,Bafilomycin
190,BafAV_Mod.11,CO[C@H]1C=[C]C=C(C)[CH][C@H](C)[C@H](O)[C@H](C)C=C(C)C=C(C)C(=O)O[C@@H]([C@H](C)C(=O)C[C@@H](O)[C@H](C)[C@H](O)C(C)C)[C@H](C)[C@H]1O,Bafilomycin
191,bpsA_Mod.0,CC(C)C[C@@H](N)C(=O)[S],Balhimycin
192,bpsA_Mod.1,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)[S])C(O)c1ccc(O)cc1,Balhimycin
193,bpsA_Mod.2,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)[S])C(O)c1ccc(O)cc1,Balhimycin
194,bpsB_Mod.3,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)[S])c1ccc(O)cc1)C(O)c1ccc(O)cc1,Balhimycin
195,bpsB_Mod.4,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)[S])c1ccc(O)cc1)c1ccc(O)cc1)C(O)c1ccc(O)cc1,Balhimycin
196,bpsB_Mod.5,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)[S])c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1)C(O)c1ccc(O)cc1,Balhimycin
197,bpsC_Mod.6,CC(C)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c1cc(O)cc(O)c1)c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(O)cc1)C(O)c1ccc(O)cc1,Balhimycin
198,nrpS_Mod.0,N=C(N)NCCC[C@H](N)C(=O)[S],Bicornutin
199,nrpS_Mod.1,CC(C)C[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)[S],Bicornutin
200,nrpS_Mod.2,CC(C)C[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)[S],Bicornutin
201,nrpS_Mod.3,CC(C)C[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)[S],Bicornutin
202,nrpS_Mod.4,CC(C)C[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)[S],Bicornutin
203,BogA_Mod.0,CC=C(N)C(=O)[S],Bogorol
204,BogB_Mod.1,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)[S],Bogorol
205,BogB_Mod.2,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)[S],Bogorol
206,BogC_Mod.3,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)[S])C(C)CC,Bogorol
207,BogC_Mod.4,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)[S])C(C)C)C(C)CC,Bogorol
208,BogC_Mod.5,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[S])C(C)C)C(C)C)C(C)CC,Bogorol
209,BogC_Mod.6,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)[S])C(C)C)C(C)C)C(C)CC,Bogorol
210,BogD_Mod.7,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)[S])C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
211,BogD_Mod.8,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)[S])C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
212,BogD_Mod.9,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)[S])C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
213,BogD_Mod.10,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)[S])C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
214,BogE_Mod.11,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)[S])C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
215,BogE_Mod.12,CC=C(N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CO)C(C)C)C(C)C)C(C)C)C(C)C)C(C)CC,Bogorol
216,bor2A1_Mod.0,O=C(O)[C@@H]1CCC[C@H]1C(=O)[S],Borrelidin
217,bor2A2_Mod.1,O=C([S])C[C@H](O)[C@@H]1CCC[C@H]1C(=O)O,Borrelidin
218,bor2A3_Mod.2,O=C([S])[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O,Borrelidin
219,bor2A3_Mod.3,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)C(=O)[S],Borrelidin
220,bor2A4_Mod.4,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)[C@H](O)[C@@H](C)C(=O)[S],Borrelidin
221,bor2A5_Mod.5,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)[C@H](O)[C@@H](C)[CH][C@H](C)[CH][C@H](C)[CH][C@H](C)C(=O)[S],Borrelidin
222,bor2A6_Mod.6,CC1=C[C]=CC[C@@H]([C@@H]2CCC[C@H]2C(=O)O)OC(=O)CC(O)[C@@H](C)[CH][C@@H](C)[CH][C@@H](C)[CH][C@H](C)[C@H]1O,Borrelidin
223,borA1_Mod.0,O=C(O)[C@@H]1CCC[C@H]1C(=O)[S],Borrelidin
224,borA2_Mod.1,O=C([S])C[C@H](O)[C@@H]1CCC[C@H]1C(=O)O,Borrelidin
225,borA3_Mod.2,O=C([S])[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O,Borrelidin
226,borA3_Mod.3,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)C(=O)[S],Borrelidin
227,borA4_Mod.4,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)[C@H](O)[C@@H](C)C(=O)[S],Borrelidin
228,borA5_Mod.5,CC(=C[C]=CC[C@H](O)[C@@H]1CCC[C@H]1C(=O)O)[C@H](O)[C@@H](C)[CH][C@H](C)[CH][C@H](C)[CH][C@H](C)C(=O)[S],Borrelidin
229,borA6_Mod.6,CC1=C[C]=CC[C@@H]([C@@H]2CCC[C@H]2C(=O)O)OC(=O)C[C@H](O)[C@@H](C)[CH][C@@H](C)[CH][C@@H](C)[CH][C@H](C)[C@H]1O,Borrelidin
230,nbrK_Mod.0,CC(=O)[S],Brasilinolide
231,nbrK_Mod.1,C[C@H](O)[C@H](C)C(=O)[S],Brasilinolide
232,nbrK_Mod.2,C[C@H](O)[C@H](C)[C@H](O)[C@@H](C)C(=O)[S],Brasilinolide
233,nbrL_Mod.3,C[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)C(=O)[S],Brasilinolide
234,nbrL_Mod.4,CC(C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
235,nbrL_Mod.5,CC(C=[C]C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
236,nbrI_Mod.6,CC(C=[C][C@@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
237,nbrI_Mod.7,CC(C=[C][C@@H](O)C[CH][CH]C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
238,nbrJ_Mod.8,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
239,nbrJ_Mod.9,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
240,nbrG_Mod.10,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
241,nbrG_Mod.11,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
242,nbrG_Mod.12,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
243,nbrG_Mod.13,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
244,nbrG_Mod.14,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)[CH][CH]C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
245,nbrH_Mod.15,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)[CH][CH][C@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
246,nbrH_Mod.16,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)[CH][CH][C@H](O)C[C@@H](O)[C@H](C)C(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
247,nbrH_Mod.17,CC(C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)[CH][CH][C@H](O)C[C@@H](O)[C@H](C)[C@@H](O)CC(=O)[S])C(O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
248,nbrH_Mod.18,CC1C=[C][C@@H](O)C[CH][CH][C@@H](O)C[C@@H](O)CC(=O)C[C@H](O)CC(=O)C[C@@H](O)[C@H](C)[CH][CH][C@H](O)C[C@@H](O)[C@H](C)[C@@H](O)CC=[C]C(=O)OC1[C@@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](C)O,Brasilinolide
249,SCO3230_Mod.0,N[C@@H](CO)C(=O)[S],CDA1b
250,SCO3230_Mod.1,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)[S],CDA1b
251,SCO3230_Mod.2,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)[S],CDA1b
252,SCO3230_Mod.3,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)[S],CDA1b
253,SCO3230_Mod.4,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)[S],CDA1b
254,SCO3230_Mod.5,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)[S])c1ccc(O)cc1,CDA1b
255,SCO3231_Mod.6,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)[S])c1ccc(O)cc1,CDA1b
256,SCO3231_Mod.7,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)[S])c1ccc(O)cc1,CDA1b
257,SCO3231_Mod.8,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CC(N)=O)C(=O)[S])c1ccc(O)cc1,CDA1b
258,SCO3232_Mod.9,CC(O)[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)[S])c1ccc(O)cc1,CDA1b
259,SCO3232_Mod.10,CC1OC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](c2ccc(O)cc2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]1NC(=O)[C@@H](N)CO,CDA1b
260,SchA1_Mod.0,O=C([S])c1ccc[nH]1,Calcimycin
261,SchA1_Mod.1,C[C@@H](C(=O)[S])[C@H](O)c1ccc[nH]1,Calcimycin
262,SchA2_Mod.2,C[C@@H]([CH][C@H](C)[C@H](O)c1ccc[nH]1)C(=O)[S],Calcimycin
263,SchA5_Mod.3,C[C@@H]([CH][C@H](C)[C@H](O)c1ccc[nH]1)C(=O)CC(=O)[S],Calcimycin
264,SchA5_Mod.4,C[C@@H]([CH]CC(=O)[C@@H](C)[CH][C@H](C)[C@H](O)c1ccc[nH]1)C(=O)[S],Calcimycin
265,SchA4_Mod.5,C[C@@H]([CH][C@H](C)[C@H](O)c1ccc[nH]1)C(=O)C[CH][C@H](C)[C@H](O)CC(=O)[S],Calcimycin
266,fscA_Mod.0,Nc1ccc(C(=O)[S])cc1,Candicidin
267,fscA_Mod.1,Nc1ccc(C(=O)CC(=O)[S])cc1,Candicidin
268,fscB_Mod.2,C[C@@H](C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
269,fscB_Mod.3,C[C@@H]([CH][C@H](C)[C@H](O)CC(=O)c1ccc(N)cc1)C(=O)[S],Candicidin
270,fscB_Mod.4,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
271,fscC_Mod.5,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
272,fscC_Mod.6,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
273,fscC_Mod.7,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
274,fscC_Mod.8,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
275,fscC_Mod.9,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
276,fscC_Mod.10,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
277,fscD_Mod.11,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
278,fscD_Mod.12,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C=[C][C@H](O)CC(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
279,fscD_Mod.13,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)CC(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
280,fscD_Mod.14,C[C@@H]([CH][C@H](C)[C@@H](O)[C@@H](C)C=[C]C=[C]C=[C]C=[C]C=[C]C=[C]C=[C][C@H](O)C[C@H](O)C[C@@H](O)CC(=O)[S])[C@H](O)CC(=O)c1ccc(N)cc1,Candicidin
